ec0a-ecbf-8142-bbe8||
ef35-06f3-5e2e-e454||is kind	be kind	subj-shivering	subjl-shiver	obj-shaking	objl-shake	rel-is kind	rel-be kind	[shivering,is kind,shaking]	[shiver,be kind,shake]
fd7f-e7b7-79fa-6ff9||causes	cause	subj-friction	subjl-friction	obj-speed of object	objl-speed of object	rel-causes	rel-cause	[friction,causes,speed of object]	[friction,cause,speed of object]	causes	cause	subj-friction	subjl-friction	obj-speed	objl-speed	rel-causes	rel-cause	[friction,causes,speed]	[friction,cause,speed]
8336-1d87-07a8-a631||is located in	be located in	subj-East Timor	subjl-East Timor	obj-hemisphere	objl-hemisphere	rel-is located in	rel-be located in	[East Timor,is located in,hemisphere]	[East Timor,be located in,hemisphere]	is	be	subj-East Timor	subjl-East Timor	obj-located	objl-located	rel-is	rel-be	[East Timor,is,located]	[East Timor,be,located]	is located in	be located in	subj-East Timor	subjl-East Timor	obj-southern hemisphere	objl-southern hemisphere	rel-is located in	rel-be located in	[East Timor,is located in,southern hemisphere]	[East Timor,be located in,southern hemisphere]
77c0-22af-6b56-1cbc||is	be	subj-Tamaulipas	subjl-Tamaulipas	obj-state located in Mexico	objl-state located in Mexico	rel-is	rel-be	[Tamaulipas,is,state located in Mexico]	[Tamaulipas,be,state located in Mexico]	is	be	subj-Tamaulipas	subjl-Tamaulipas	obj-state	objl-state	rel-is	rel-be	[Tamaulipas,is,state]	[Tamaulipas,be,state]	is	be	subj-Tamaulipas	subjl-Tamaulipas	obj-state located	objl-state located	rel-is	rel-be	[Tamaulipas,is,state located]	[Tamaulipas,be,state located]	is	be	subj-Tamaulipas	subjl-Tamaulipas	obj-located	objl-located	rel-is	rel-be	[Tamaulipas,is,located]	[Tamaulipas,be,located]
3b62-4057-84c9-7743||eat	eat	subj-omnivores	subjl-omnivore	obj-plants	objl-plant	rel-eat	rel-eat	[omnivores,eat,plants]	[omnivore,eat,plant]	eat	eat	subj-omnivores	subjl-omnivore	obj-animals	objl-animal	rel-eat	rel-eat	[omnivores,eat,animals]	[omnivore,eat,animal]
329c-e273-405b-8f40||is	be	subj-steam	subjl-steam	obj-hot	objl-hot	rel-is	rel-be	[steam,is,hot]	[steam,be,hot]	is hot in	be hot in	subj-steam	subjl-steam	obj-temperature	objl-temperature	rel-is hot in	rel-be hot in	[steam,is hot in,temperature]	[steam,be hot in,temperature]
10a4-f87c-a7ab-cbbe||is located in	be located in	subj-Samoa	subjl-Samoa	obj-hemisphere	objl-hemisphere	rel-is located in	rel-be located in	[Samoa,is located in,hemisphere]	[Samoa,be located in,hemisphere]	is located in	be located in	subj-Samoa	subjl-Samoa	obj-southern hemisphere	objl-southern hemisphere	rel-is located in	rel-be located in	[Samoa,is located in,southern hemisphere]	[Samoa,be located in,southern hemisphere]	is	be	subj-Samoa	subjl-Samoa	obj-located	objl-located	rel-is	rel-be	[Samoa,is,located]	[Samoa,be,located]
828a-1af1-a7bd-61e8||causes	cause	subj-gravity	subjl-gravity	obj-orbits	objl-orbit	rel-causes	rel-cause	[gravity,causes,orbits]	[gravity,cause,orbit]
3582-e9a2-b995-720c||is	be	subj-RhodeIsland	subjl-RhodeIsland	obj-located	objl-located	rel-is	rel-be	[RhodeIsland,is,located]	[RhodeIsland,be,located]	is	be	subj-RhodeIsland	subjl-RhodeIsland	obj-state located	objl-state located	rel-is	rel-be	[RhodeIsland,is,state located]	[RhodeIsland,be,state located]	is	be	subj-RhodeIsland	subjl-RhodeIsland	obj-state	objl-state	rel-is	rel-be	[RhodeIsland,is,state]	[RhodeIsland,be,state]	is	be	subj-RhodeIsland	subjl-RhodeIsland	obj-state located in United States of America	objl-state located in United States of America	rel-is	rel-be	[RhodeIsland,is,state located in United States of America]	[RhodeIsland,be,state located in United States of America]	is	be	subj-RhodeIsland	subjl-RhodeIsland	obj-state located in United States	objl-state located in United States	rel-is	rel-be	[RhodeIsland,is,state located in United States]	[RhodeIsland,be,state located in United States]
10ea-cf33-c978-c0fb||
a538-175f-9223-d117||is source of	be source of	subj-sun	subjl-sun	obj-light energy called	objl-light energy call	rel-is source of	rel-be source of	[sun,is source of,light energy called]	[sun,be source of,light energy call]	is	be	subj-sun	subjl-sun	obj-source	objl-source	rel-is	rel-be	[sun,is,source]	[sun,be,source]	is source of	be source of	subj-sun	subjl-sun	obj-light energy	objl-light energy	rel-is source of	rel-be source of	[sun,is source of,light energy]	[sun,be source of,light energy]	is source of	be source of	subj-sun	subjl-sun	obj-energy	objl-energy	rel-is source of	rel-be source of	[sun,is source of,energy]	[sun,be source of,energy]	is source of	be source of	subj-sun	subjl-sun	obj-energy called	objl-energy call	rel-is source of	rel-be source of	[sun,is source of,energy called]	[sun,be source of,energy call]
08c1-496e-6ad5-5c13||
e660-269c-8499-0d37||is	be	subj-Tennessee	subjl-Tennessee	obj-state located in United States of America	objl-state located in United States of America	rel-is	rel-be	[Tennessee,is,state located in United States of America]	[Tennessee,be,state located in United States of America]	is	be	subj-Tennessee	subjl-Tennessee	obj-located	objl-located	rel-is	rel-be	[Tennessee,is,located]	[Tennessee,be,located]	is	be	subj-Tennessee	subjl-Tennessee	obj-state	objl-state	rel-is	rel-be	[Tennessee,is,state]	[Tennessee,be,state]	is	be	subj-Tennessee	subjl-Tennessee	obj-state located	objl-state located	rel-is	rel-be	[Tennessee,is,state located]	[Tennessee,be,state located]	is	be	subj-Tennessee	subjl-Tennessee	obj-state located in United States	objl-state located in United States	rel-is	rel-be	[Tennessee,is,state located in United States]	[Tennessee,be,state located in United States]
9d19-224c-847b-a622||are	be	subj-gene	subjl-gene	obj-when present	objl-when present	rel-are	rel-be	[gene,are,when present]	[gene,be,when present]	are	be	subj-dominant gene	subjl-dominant gene	obj-when present	objl-when present	rel-are	rel-be	[dominant gene,are,when present]	[dominant gene,be,when present]	will	will	subj-trait	subjl-trait	obj-will visible	objl-will visible	rel-will	rel-will	[trait,will,will visible]	[trait,will,will visible]	are	be	subj-dominant gene	subjl-dominant gene	obj-present	objl-present	rel-are	rel-be	[dominant gene,are,present]	[dominant gene,be,present]	will	will	subj-dominant trait	subjl-dominant trait	obj-will visible	objl-will visible	rel-will	rel-will	[dominant trait,will,will visible]	[dominant trait,will,will visible]	are	be	subj-gene	subjl-gene	obj-present	objl-present	rel-are	rel-be	[gene,are,present]	[gene,be,present]
a462-a04a-e149-ba3f||is	be	subj-it	subjl-it	obj-safe	objl-safe	rel-is	rel-be	[it,is,safe]	[it,be,safe]	checking	check	subj-lab test	subjl-lab test	obj-water	objl-water	rel-checking	rel-check	[lab test,checking,water]	[lab test,check,water]	is	be	subj-lab test	subjl-lab test	obj-used	objl-use	rel-is	rel-be	[lab test,is,used]	[lab test,be,use]	drink by	drink by	subj-it	subjl-it	obj-water companies	objl-water company	rel-drink by	rel-drink by	[it,drink by,water companies]	[it,drink by,water company]	make	make	subj-water	subjl-water	obj-sure	objl-sure	rel-make	rel-make	[water,make,sure]	[water,make,sure]
b320-8125-95c4-8c27||
fa35-1103-b845-dbab||is	be	subj-Malawi	subjl-Malawi	obj-located	objl-located	rel-is	rel-be	[Malawi,is,located]	[Malawi,be,located]	is located in	be located in	subj-Malawi	subjl-Malawi	obj-southern hemisphere	objl-southern hemisphere	rel-is located in	rel-be located in	[Malawi,is located in,southern hemisphere]	[Malawi,be located in,southern hemisphere]	is located in	be located in	subj-Malawi	subjl-Malawi	obj-hemisphere	objl-hemisphere	rel-is located in	rel-be located in	[Malawi,is located in,hemisphere]	[Malawi,be located in,hemisphere]
521a-5b49-3683-2b01||cutting down	cut down	subj-number	subjl-number	obj-trees	objl-tree	rel-cutting down	rel-cut down	[number,cutting down,trees]	[number,cut down,tree]	cutting down trees in	cut down tree in	subj-number	subjl-number	obj-forest	objl-forest	rel-cutting down trees in	rel-cut down tree in	[number,cutting down trees in,forest]	[number,cut down tree in,forest]	decrease in	decrease in	subj-number	subjl-number	obj-forest	objl-forest	rel-decrease in	rel-decrease in	[number,decrease in,forest]	[number,decrease in,forest]
b631-3f9d-d4ae-c311||
61cc-33fa-5056-7255||
6496-02ad-c1cd-0a9d||is located in	be located in	subj-Romania	subjl-Romania	obj-northern hemisphere	objl-northern hemisphere	rel-is located in	rel-be located in	[Romania,is located in,northern hemisphere]	[Romania,be located in,northern hemisphere]	is located in	be located in	subj-Romania	subjl-Romania	obj-hemisphere	objl-hemisphere	rel-is located in	rel-be located in	[Romania,is located in,hemisphere]	[Romania,be located in,hemisphere]	is	be	subj-Romania	subjl-Romania	obj-located	objl-located	rel-is	rel-be	[Romania,is,located]	[Romania,be,located]
56e7-2bed-6272-00f4||is	be	subj-natural gas	subjl-natural gas	obj-used	objl-use	rel-is	rel-be	[natural gas,is,used]	[natural gas,be,use]	is used for	be use for	subj-gas	subjl-gas	obj-heating building	objl-heating building	rel-is used for	rel-be use for	[gas,is used for,heating building]	[gas,be use for,heating building]	is used	be use	subj-natural gas	subjl-natural gas	obj-burning	objl-burn	rel-is used	rel-be use	[natural gas,is used,burning]	[natural gas,be use,burn]	is used for	be use for	subj-natural gas	subjl-natural gas	obj-heating building	objl-heating building	rel-is used for	rel-be use for	[natural gas,is used for,heating building]	[natural gas,be use for,heating building]	is	be	subj-gas	subjl-gas	obj-used	objl-use	rel-is	rel-be	[gas,is,used]	[gas,be,use]	is used	be use	subj-gas	subjl-gas	obj-burning	objl-burn	rel-is used	rel-be use	[gas,is used,burning]	[gas,be use,burn]
472e-feaf-d532-1ec1||finding	find	subj-Earth 's magnetic patterns	subjl-Earth 's magnetic pattern	obj-locations	objl-location	rel-finding	rel-find	[Earth 's magnetic patterns,finding,locations]	[Earth 's magnetic pattern,find,location]	are	be	subj-Earth 's magnetic patterns	subjl-Earth 's magnetic pattern	obj-used	objl-use	rel-are	rel-be	[Earth 's magnetic patterns,are,used]	[Earth 's magnetic pattern,be,use]	finding locations by	find location by	subj-Earth 's magnetic patterns	subjl-Earth 's magnetic pattern	obj-animals	objl-animal	rel-finding locations by	rel-find location by	[Earth 's magnetic patterns,finding locations by,animals]	[Earth 's magnetic pattern,find location by,animal]	finding	find	subj-Earth 's patterns	subjl-Earth 's pattern	obj-locations	objl-location	rel-finding	rel-find	[Earth 's patterns,finding,locations]	[Earth 's pattern,find,location]	has	have	subj-Earth	subjl-Earth	obj-magnetic patterns	objl-magnetic pattern	rel-has	rel-have	[Earth,has,magnetic patterns]	[Earth,have,magnetic pattern]	finding locations by	find location by	subj-Earth 's patterns	subjl-Earth 's pattern	obj-animals	objl-animal	rel-finding locations by	rel-find location by	[Earth 's patterns,finding locations by,animals]	[Earth 's pattern,find location by,animal]	are	be	subj-Earth 's patterns	subjl-Earth 's pattern	obj-used	objl-use	rel-are	rel-be	[Earth 's patterns,are,used]	[Earth 's pattern,be,use]
df9f-982c-aa68-428a||needs	need	subj-animal	subjl-animal	obj-move	objl-move	rel-needs	rel-need	[animal,needs,move]	[animal,need,move]
56cd-812e-1e24-c47a||means	mean	subj-help	subjl-help	obj-advantage	objl-advantage	rel-means	rel-mean	[help,means,advantage]	[help,mean,advantage]
5aa9-6969-d397-96e4||is	be	subj-Banffshire	subjl-Banffshire	obj-county located in Scotland	objl-county located in Scotland	rel-is	rel-be	[Banffshire,is,county located in Scotland]	[Banffshire,be,county located in Scotland]	is	be	subj-Banffshire	subjl-Banffshire	obj-county located	objl-county located	rel-is	rel-be	[Banffshire,is,county located]	[Banffshire,be,county located]	is	be	subj-Banffshire	subjl-Banffshire	obj-located	objl-located	rel-is	rel-be	[Banffshire,is,located]	[Banffshire,be,located]	is	be	subj-Banffshire	subjl-Banffshire	obj-county	objl-county	rel-is	rel-be	[Banffshire,is,county]	[Banffshire,be,county]
ad27-ad14-2ed7-2b55||can cause	can cause	subj-erosion	subjl-erosion	obj-landslide	objl-landslide	rel-can cause	rel-can cause	[erosion,can cause,landslide]	[erosion,can cause,landslide]	can cause	can cause	subj-storms	subjl-storm	obj-landslide	objl-landslide	rel-can cause	rel-can cause	[storms,can cause,landslide]	[storm,can cause,landslide]
8b95-fe18-dbc1-7c08||is	be	subj-Babingtonite	subjl-Babingtonite	obj-always magnetic	objl-always magnetic	rel-is	rel-be	[Babingtonite,is,always magnetic]	[Babingtonite,be,always magnetic]	is	be	subj-Babingtonite	subjl-Babingtonite	obj-magnetic	objl-magnetic	rel-is	rel-be	[Babingtonite,is,magnetic]	[Babingtonite,be,magnetic]
a6a9-3e1b-7e02-ce06||orbits	orbit	subj-moon	subjl-moon	obj-Earth	objl-Earth	rel-orbits	rel-orbit	[moon,orbits,Earth]	[moon,orbit,Earth]
fd00-6ac1-b7ce-d4d6||is	be	subj-kettle	subjl-kettle	obj-formed	objl-form	rel-is	rel-be	[kettle,is,formed]	[kettle,be,form]
7830-485a-4be0-309b||is	be	subj-bottom	subjl-bottom	obj-deepest	objl-deepest	rel-is	rel-be	[bottom,is,deepest]	[bottom,be,deepest]
9146-25fe-03d8-716b||is	be	subj-Nuevo LeÃ ³ n	subjl-nuevo leã ³ n	obj-state	objl-state	rel-is	rel-be	[Nuevo LeÃ ³ n,is,state]	[nuevo leã ³ n,be,state]	is	be	subj-n	subjl-n	obj-located	objl-located	rel-is	rel-be	[n,is,located]	[n,be,located]	is	be	subj-Nuevo LeÃ ³ n	subjl-nuevo leã ³ n	obj-state located in Mexico	objl-state located in Mexico	rel-is	rel-be	[Nuevo LeÃ ³ n,is,state located in Mexico]	[nuevo leã ³ n,be,state located in Mexico]	is	be	subj-Nuevo LeÃ ³ n	subjl-nuevo leã ³ n	obj-state located	objl-state located	rel-is	rel-be	[Nuevo LeÃ ³ n,is,state located]	[nuevo leã ³ n,be,state located]
50d7-9492-5143-d88b||
9815-d368-af06-bf1c||
0d5d-fcee-547a-e20c||is	be	subj-string	subjl-string	obj-usually short in length with values	objl-usually short in length with value	rel-is	rel-be	[string,is,usually short in length with values]	[string,be,usually short in length with value]	is short with	be short with	subj-string	subjl-string	obj-values	objl-value	rel-is short with	rel-be short with	[string,is short with,values]	[string,be short with,value]	is usually short with	be usually short with	subj-string	subjl-string	obj-values	objl-value	rel-is usually short with	rel-be usually short with	[string,is usually short with,values]	[string,be usually short with,value]	is usually short in	be usually short in	subj-string	subjl-string	obj-length	objl-length	rel-is usually short in	rel-be usually short in	[string,is usually short in,length]	[string,be usually short in,length]	is short in	be short in	subj-string	subjl-string	obj-length	objl-length	rel-is short in	rel-be short in	[string,is short in,length]	[string,be short in,length]	is	be	subj-string	subjl-string	obj-usually short	objl-usually short	rel-is	rel-be	[string,is,usually short]	[string,be,usually short]	is	be	subj-string	subjl-string	obj-short	objl-short	rel-is	rel-be	[string,is,short]	[string,be,short]	is	be	subj-string	subjl-string	obj-short in length with values	objl-short in length with value	rel-is	rel-be	[string,is,short in length with values]	[string,be,short in length with value]
fa65-d947-a5a2-2d1f||
633c-3fd4-7320-00cf||
2613-ef22-d8a2-96c6||is	be	subj-passenger	subjl-passenger	obj-human	objl-human	rel-is	rel-be	[passenger,is,human]	[passenger,be,human]	is in	be in	subj-passenger	subjl-passenger	obj-car	objl-car	rel-is in	rel-be in	[passenger,is in,car]	[passenger,be in,car]	is	be	subj-passenger	subjl-passenger	obj-usually human	objl-usually human	rel-is	rel-be	[passenger,is,usually human]	[passenger,be,usually human]
b096-ec41-5c64-f0d4||
af64-6dc9-a2bb-291d||is	be	subj-scale	subjl-scale	obj-used	objl-use	rel-is	rel-be	[scale,is,used]	[scale,be,use]	measuring	measure	subj-scale	subjl-scale	obj-weight	objl-weight	rel-measuring	rel-measure	[scale,measuring,weight]	[scale,measure,weight]
402e-1817-1d04-e00f||
d8a6-5c7b-d762-e968||observing	observe	subj-learning	subjl-learn	obj-something	objl-something	rel-observing	rel-observe	[learning,observing,something]	[learn,observe,something]
0a6f-6cda-f364-a708||is	be	subj-transferring	subjl-transfer	obj-similar	objl-similar	rel-is	rel-be	[transferring,is,similar]	[transfer,be,similar]	is similar	be similar	subj-transferring	subjl-transfer	obj-supplying	objl-supply	rel-is similar	rel-be similar	[transferring,is similar,supplying]	[transfer,be similar,supply]
f7cb-5d13-2753-d89d||is similar to	be similar to	subj-demonstration	subjl-demonstration	obj-example	objl-example	rel-is similar to	rel-be similar to	[demonstration,is similar to,example]	[demonstration,be similar to,example]	is	be	subj-demonstration	subjl-demonstration	obj-similar	objl-similar	rel-is	rel-be	[demonstration,is,similar]	[demonstration,be,similar]
4809-553c-eae1-9b6f||is	be	subj-tree	subjl-tree	obj-dead	objl-dead	rel-is	rel-be	[tree,is,dead]	[tree,be,dead]
940b-c972-2fd2-af0e||are	be	subj-towns	subjl-town	obj-usually located	objl-usually located	rel-are	rel-be	[towns,are,usually located]	[town,be,usually located]	are	be	subj-towns	subjl-town	obj-located	objl-located	rel-are	rel-be	[towns,are,located]	[town,be,located]
1e0d-885b-8ca3-3c13||is opposite	be opposite	subj-taking	subjl-take	obj-leaving	objl-leave	rel-is opposite	rel-be opposite	[taking,is opposite,leaving]	[take,be opposite,leave]
7892-f43a-8f12-2a8d||
48ed-395e-8d30-edb4||
6656-785f-dbd2-4c9b||
a8e1-376d-a65c-d56c||
8958-fc28-d9ce-a1d6||performs	perform	subj-leaf	subjl-leaf	obj-photosynthesis exchange	objl-photosynthesis exchange	rel-performs	rel-perform	[leaf,performs,photosynthesis exchange]	[leaf,perform,photosynthesis exchange]
bea1-3b11-3955-ffaf||
e555-8a18-84d7-15d1||undergoes	undergo	subj-something	subjl-something	obj-change	objl-change	rel-undergoes	rel-undergo	[something,undergoes,change]	[something,undergo,change]	undergoes	undergo	subj-something	subjl-something	obj-physical change	objl-physical change	rel-undergoes	rel-undergo	[something,undergoes,physical change]	[something,undergo,physical change]
73ef-3026-389a-20a2||contains	contain	subj-pencil lead	subjl-pencil lead	obj-mineral graphite	objl-mineral graphite	rel-contains	rel-contain	[pencil lead,contains,mineral graphite]	[pencil lead,contain,mineral graphite]
7a02-3c43-f89e-8b50||
b9ee-1aa0-8736-13c8||
58f2-80ea-9592-38a4||
db49-234a-263a-3d1c||is similar	be similar	subj-producing	subjl-produce	obj-causing	objl-cause	rel-is similar	rel-be similar	[producing,is similar,causing]	[produce,be similar,cause]	is	be	subj-producing	subjl-produce	obj-similar	objl-similar	rel-is	rel-be	[producing,is,similar]	[produce,be,similar]
fc7f-85ca-56d1-d7d5||is during	be during	subj-June	subjl-June	obj-winter	objl-winter	rel-is during	rel-be during	[June,is during,winter]	[June,be during,winter]	is during	be during	subj-June	subjl-June	obj-winter in hemisphere	objl-winter in hemisphere	rel-is during	rel-be during	[June,is during,winter in hemisphere]	[June,be during,winter in hemisphere]	is during	be during	subj-June	subjl-June	obj-winter in southern hemisphere	objl-winter in southern hemisphere	rel-is during	rel-be during	[June,is during,winter in southern hemisphere]	[June,be during,winter in southern hemisphere]	is in	be in	subj-winter	subjl-winter	obj-southern hemisphere	objl-southern hemisphere	rel-is in	rel-be in	[winter,is in,southern hemisphere]	[winter,be in,southern hemisphere]
d8f1-a33c-142f-fe9c||is located in	be located in	subj-Indonesia	subjl-Indonesia	obj-equatorial region	objl-equatorial region	rel-is located in	rel-be located in	[Indonesia,is located in,equatorial region]	[Indonesia,be located in,equatorial region]	is located in	be located in	subj-Indonesia	subjl-Indonesia	obj-region	objl-region	rel-is located in	rel-be located in	[Indonesia,is located in,region]	[Indonesia,be located in,region]	is	be	subj-Indonesia	subjl-Indonesia	obj-located	objl-located	rel-is	rel-be	[Indonesia,is,located]	[Indonesia,be,located]
91c7-ef14-9726-5708||is	be	subj-weather	subjl-weather	obj-stormy	objl-stormy	rel-is	rel-be	[weather,is,stormy]	[weather,be,stormy]	is	be	subj-chance	subjl-chance	obj-stormy	objl-stormy	rel-is	rel-be	[chance,is,stormy]	[chance,be,stormy]	is	be	subj-greater chance	subjl-greater chance	obj-stormy	objl-stormy	rel-is	rel-be	[greater chance,is,stormy]	[greater chance,be,stormy]
62fc-9a63-27db-7b46||enters eye through	enter eye through	subj-light	subjl-light	obj-pupil	objl-pupil	rel-enters eye through	rel-enter eye through	[light,enters eye through,pupil]	[light,enter eye through,pupil]	enters	enter	subj-light	subjl-light	obj-eye	objl-eye	rel-enters	rel-enter	[light,enters,eye]	[light,enter,eye]
56cf-e6c1-7c3f-a742||protecting	protect	subj-gloves	subjl-glove	obj-hand	objl-hand	rel-protecting	rel-protect	[gloves,protecting,hand]	[glove,protect,hand]	protecting	protect	subj-thermal gloves	subjl-thermal glove	obj-hand	objl-hand	rel-protecting	rel-protect	[thermal gloves,protecting,hand]	[thermal glove,protect,hand]	protecting hand against	protect hand against	subj-thermal gloves	subjl-thermal glove	obj-heat	objl-heat	rel-protecting hand against	rel-protect hand against	[thermal gloves,protecting hand against,heat]	[thermal glove,protect hand against,heat]	protecting hand against	protect hand against	subj-gloves	subjl-glove	obj-heat	objl-heat	rel-protecting hand against	rel-protect hand against	[gloves,protecting hand against,heat]	[glove,protect hand against,heat]	are	be	subj-gloves	subjl-glove	obj-used	objl-use	rel-are	rel-be	[gloves,are,used]	[glove,be,use]	are	be	subj-thermal gloves	subjl-thermal glove	obj-used	objl-use	rel-are	rel-be	[thermal gloves,are,used]	[thermal glove,be,use]
9714-412f-bfe4-c7ab||
04a3-0791-9bd3-602d||conduct heat through	conduct heat through	subj-materials	subjl-material	obj-materials	objl-material	rel-conduct heat through	rel-conduct heat through	[materials,conduct heat through,materials]	[material,conduct heat through,material]	conduct	conduct	subj-materials	subjl-material	obj-heat	objl-heat	rel-conduct	rel-conduct	[materials,conduct,heat]	[material,conduct,heat]
6328-829b-22db-6428||means	mean	subj-other	subjl-other	obj-rest	objl-rest	rel-means	rel-mean	[other,means,rest]	[other,mean,rest]	means	mean	subj-other	subjl-other	obj-rest of	objl-rest of	rel-means	rel-mean	[other,means,rest of]	[other,mean,rest of]
4584-32b2-fcfb-5c0d||is at	be at	subj-floor	subjl-floor	obj-bottom	objl-bottom	rel-is at	rel-be at	[floor,is at,bottom]	[floor,be at,bottom]	is at	be at	subj-floor	subjl-floor	obj-bottom of room	objl-bottom of room	rel-is at	rel-be at	[floor,is at,bottom of room]	[floor,be at,bottom of room]
3836-b248-bdff-be59||contains	contain	subj-ocean	subjl-ocean	obj-waves	objl-wave	rel-contains	rel-contain	[ocean,contains,waves]	[ocean,contain,wave]
856a-1ef6-dd1f-154b||are learned	be learn	subj-skills	subjl-skill	obj-characteristics	objl-characteristic	rel-are learned	rel-be learn	[skills,are learned,characteristics]	[skill,be learn,characteristic]
e9e1-2164-9acf-637a||
ec58-f0e9-1560-01c8||
8e51-19a5-59e8-ff11||
f3ad-4a87-c0a1-f77e||
2171-5edd-a3d0-f2c2||means	mean	subj-species	subjl-species	obj-group	objl-group	rel-means	rel-mean	[species,means,group]	[species,mean,group]	means	mean	subj-species	subjl-species	obj-group of like organisms	objl-group of like organism	rel-means	rel-mean	[species,means,group of like organisms]	[species,mean,group of like organism]
