1456-98fe-3171-af46	nonrenewable/nonrenewable/JJ/O/Abstract/2.31/resource|amod/ resources/resource/NNS/O/NA/null/occur|nsubj/resource|amod|resource|acl forming/form/VBG/O/Abstract/2.1/resource|acl/ occurs/occur/VBZ/O/NA/null//occur|nsubj|occur|nmod:over over/over/IN/O/NA/0.0/period|case/ a/a/DT/O/NA/0.0/period|det/ period/period/NN/O/Focus/3.31/occur|nmod:over/period|case|period|det|period|nmod:of of/of/IN/O/NA/0.0/year|case/ 300000000/300000000/CD/DURATION/NA/0.0/year|nummod/ years/year/NNS/DURATION/NA/null/period|nmod:of|consider|nsubjpass/year|case|year|nummod|year|ref|year|acl:relcl which/which/WDT/O/NA/0.0/year|ref/ is/be/VBZ/O/Abstract/1.59/consider|auxpass/ considered/consider/VBN/O/Abstract/1.97/year|acl:relcl/consider|nsubjpass|consider|auxpass|consider|dobj|consider|nmod:to a/a/DT/O/NA/0.0/time|det/ very/very/RB/O/Abstract/1.43/long|advmod/ long/long/JJ/O/Focus/3.18/time|amod/long|advmod time/time/NN/O/Focus/3.07/consider|dobj/time|det|time|amod to/to/TO/O/NA/0.0/human|case/ a/a/DT/O/NA/0.0/human|det/ human/human/JJ/O/Concrete/4.93/consider|nmod:to/human|case|human|det	PROTO-DURATIONS
ef35-06f3-5e2e-e454	shivering/shiver/VBG/O/Focus/3.54//shiver|aux|shiver|nsubj is/be/VBZ/O/Abstract/1.59/shiver|aux/ a/a/DT/O/NA/0.0/kind|det/ kind/kind/NN/O/Abstract/2.07/shiver|nsubj/kind|det|kind|nmod:of of/of/IN/O/NA/0.0/shake|case/ shaking/shake/VBG/O/Concrete/4.27/kind|nmod:of/shake|case	KINDOF
fd7f-e7b7-79fa-6ff9	friction/friction/NN/O/Focus/3.0/cause|nsubj/ causes/cause/VBZ/O/NA/null//cause|nsubj|cause|dobj the/the/DT/O/NA/0.0/speed|det/ speed/speed/NN/O/Focus/3.62/cause|dobj/speed|det|speed|nmod:of of/of/IN/O/NA/0.0/object|case/ an/a/DT/O/NA/0.0/object|det/ object/object/NN/O/Focus/3.66/speed|nmod:of/object|case|object|det|object|acl:to to/to/TO/O/NA/0.0/decrease|mark/ decrease/decrease/VB/O/Abstract/2.68/object|acl:to/decrease|mark	CAUSE
8336-1d87-07a8-a631	East/East/NNP/O/Focus/3.04/Timor|compound/ Timor/Timor/NNP/O/NA/null/located|nsubj/Timor|compound is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ southern/southern/JJ/O/Abstract/2.62/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod	PROTO-COUNTRY-HEMISPHERE
77c0-22af-6b56-1cbc	Tamaulipas/Tamaulipas/NNP/O/NA/null/state|nsubj/ is/be/VBZ/O/Abstract/1.59/state|cop/ a/a/DT/O/NA/0.0/state|det/ state/state/NN/O/Focus/3.52//state|nsubj|state|cop|state|det|state|amod located/located/JJ/O/NA/null/state|amod/located|nmod:in in/in/IN/O/NA/0.0/Mexico|case/ Mexico/Mexico/NNP/COUNTRY/NA/null/located|nmod:in/Mexico|case	PROTO-SUBDIVISION-COUNTRY
3b62-4057-84c9-7743	omnivores/omnivore/NNS/O/NA/null/eat|nsubj/ eat/eat/VBP/O/Concrete/4.44//eat|nsubj|eat|dobj|eat|dobj plants/plant/NNS/O/NA/null/eat|dobj/plant|cc|plant|conj:or or/or/CC/O/NA/0.0/plant|cc/ animals/animal/NNS/O/NA/null/eat|dobj|plant|conj:or/	PROTO-CONSUMERS
329c-e273-405b-8f40	steam/steam/NN/O/Concrete/4.5/hot|nsubj/ is/be/VBZ/O/Abstract/1.59/hot|cop/ hot/hot/JJ/O/Concrete/4.31//hot|nsubj|hot|cop|hot|nmod:in in/in/IN/O/NA/0.0/temperature|case/ temperature/temperature/NN/O/Focus/3.71/hot|nmod:in/temperature|case	PROTO-PROPERTIES-THINGS
10a4-f87c-a7ab-cbbe	Samoa/Samoa/NNP/COUNTRY/NA/null/located|nsubj/ is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ southern/southern/JJ/O/Abstract/2.62/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod	PROTO-COUNTRY-HEMISPHERE
828a-1af1-a7bd-61e8	gravity/gravity/NN/O/Abstract/2.86/cause|nsubj/ causes/cause/VBZ/O/NA/null//cause|nsubj|cause|dobj orbits/orbit/NNS/O/NA/null/cause|dobj/	CAUSE
3582-e9a2-b995-720c	RhodeIsland/RhodeIsland/NNP/O/NA/null/state|nsubj/ is/be/VBZ/O/Abstract/1.59/state|cop/ a/a/DT/O/NA/0.0/state|det/ state/state/NN/O/Focus/3.52//state|nsubj|state|cop|state|det|state|amod|state|nmod:of located/located/JJ/O/NA/null/state|amod/located|nmod:in in/in/IN/O/NA/0.0/States|case/ the/the/DT/O/NA/0.0/States|det/ United/United/NNP/COUNTRY/Abstract/2.61/States|compound/ States/States/NNPS/COUNTRY/NA/null/located|nmod:in/States|case|States|det|States|compound of/of/IN/COUNTRY/NA/0.0/America|case/ America/America/NNP/COUNTRY/NA/null/state|nmod:of/America|case	PROTO-SUBDIVISION-COUNTRY
10ea-cf33-c978-c0fb	a/a/DT/O/NA/0.0/clam|det/ clam/clam/NN/O/Concrete/4.89/kind|nsubj/clam|det is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/animal|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ aquatic/aquatic/JJ/O/Focus/3.44/animal|amod/ animal/animal/NN/O/Concrete/4.61//animal|det:qmod|animal|amod	KINDOF
a538-175f-9223-d117	the/the/DT/O/NA/0.0/sun|det/ sun/sun/NN/O/Concrete/4.83/source|nsubj/sun|det is/be/VBZ/O/Abstract/1.59/source|cop/ a/a/DT/O/NA/0.0/source|det/ source/source/NN/O/Abstract/2.96//source|nsubj|source|cop|source|det|source|nmod:of of/of/IN/O/NA/0.0/energy|case/ light/light/JJ/O/Concrete/4.21/energy|amod/light|cc|light|conj:or or/or/CC/O/NA/0.0/light|cc/ light/light/JJ/O/Concrete/4.21/light|conj:or|energy|amod/ energy/energy/NN/O/Focus/3.11/source|nmod:of/energy|case|energy|amod|energy|amod|energy|acl called/call/VBN/O/NA/null/energy|acl/call|dobj sunlight/sunlight/NN/O/Concrete/4.45/call|dobj/	SOURCEOF
08c1-496e-6ad5-5c13	bread/bread/NN/O/Concrete/4.92/kind|nsubj/ is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/food|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ food/food/NN/O/Concrete/4.8//food|det:qmod	KINDOF
e660-269c-8499-0d37	Tennessee/Tennessee/NNP/STATE_OR_PROVINCE/NA/null/state|nsubj/ is/be/VBZ/O/Abstract/1.59/state|cop/ a/a/DT/O/NA/0.0/state|det/ state/state/NN/O/Focus/3.52//state|nsubj|state|cop|state|det|state|amod|state|nmod:of located/located/JJ/O/NA/null/state|amod/located|nmod:in in/in/IN/O/NA/0.0/States|case/ the/the/DT/O/NA/0.0/States|det/ United/United/NNP/COUNTRY/Abstract/2.61/States|compound/ States/States/NNPS/COUNTRY/NA/null/located|nmod:in/States|case|States|det|States|compound of/of/IN/COUNTRY/NA/0.0/America|case/ America/America/NNP/COUNTRY/NA/null/state|nmod:of/America|case	PROTO-SUBDIVISION-COUNTRY
9d19-224c-847b-a622	when/when/WRB/O/Abstract/1.6/present|advmod/ both/both/CC/O/NA/0.0/dominant|cc:preconj/ a/a/DT/O/NA/0.0/dominant|det/ dominant/dominant/JJ/O/Abstract/1.66/present|nsubj/dominant|cc:preconj|dominant|det|dominant|cc|dominant|conj:and and/and/CC/O/NA/0.0/dominant|cc/ recessive/recessive/JJ/O/Abstract/2.04/gene|amod/ gene/gene/NN/O/Focus/3.59/dominant|conj:and|present|nsubj/gene|amod are/be/VBP/O/Abstract/1.96/present|cop/ present/present/JJ/O/Focus/3.39/visible|advcl/present|advmod|present|nsubj|present|nsubj|present|cop ,/,/,/O/NA/0.0/visible|punct/ the/the/DT/O/NA/0.0/trait|det/ dominant/dominant/JJ/O/Abstract/1.66/trait|amod/ trait/trait/NN/O/Abstract/2.72/visible|nsubjpass|express|nsubjpass/trait|det|trait|amod will/will/MD/O/NA/0.0/visible|aux/ be/be/VB/O/Abstract/1.85/visible|auxpass/ visible/visible/JJ/O/Focus/3.08//visible|advcl|visible|punct|visible|nsubjpass|visible|aux|visible|auxpass|visible|cc|visible|conj:or or/or/CC/O/NA/0.0/visible|cc/ expressed/express/VBN/O/Abstract/2.03/visible|conj:or/express|nsubjpass	PROTO-IF-THEN
a462-a04a-e149-ba3f	a/a/DT/O/NA/0.0/test|det/ lab/lab/NN/O/Concrete/4.69/test|compound/ test/test/NN/O/Focus/3.93/use|nsubjpass/test|det|test|compound|test|nmod:on on/on/IN/O/NA/0.0/supply|case/ a/a/DT/O/NA/0.0/supply|det/ water/water/NN/O/Concrete/5.0/supply|compound/ supply/supply/NN/O/Focus/3.43/test|nmod:on/supply|case|supply|det|supply|compound is/be/VBZ/O/Abstract/1.59/use|auxpass/ used/use/VBN/O/Abstract/2.64//use|nsubjpass|use|auxpass|use|advcl:for for/for/IN/O/NA/0.0/check|mark/ checking/check/VBG/O/NA/null/use|advcl:for/check|mark|check|dobj|check|advcl:to water/water/NN/O/Concrete/5.0/check|dobj/ to/to/TO/O/NA/0.0/make|mark/ make/make/VB/O/Abstract/2.67/check|advcl:to/make|mark|make|xcomp sure/sure/JJ/O/Abstract/1.73/make|xcomp/sure|ccomp it/it/PRP/O/NA/0.0/safe|nsubj|drink|nsubj:xsubj/ is/be/VBZ/O/Abstract/1.59/safe|cop/ safe/safe/JJ/O/Focus/3.41/sure|ccomp/safe|nsubj|safe|cop|safe|xcomp to/to/TO/O/NA/0.0/drink|mark/ drink/drink/VB/O/Concrete/4.76/safe|xcomp/drink|nsubj:xsubj|drink|mark|drink|nmod:by by/by/IN/O/NA/0.0/company|case/ water/water/NN/O/Concrete/5.0/company|compound/ companies/company/NNS/O/NA/null/drink|nmod:by/company|case|company|compound	USEDFOR
b320-8125-95c4-8c27	to/to/TO/O/NA/0.0/run|mark/ run/run/VB/O/Concrete/4.31//run|mark|run|nmod:on|run|xcomp on/on/IN/O/NA/0.0/means|case/ means/means/NNS/O/Abstract/1.93/run|nmod:on/means|case to/to/TO/O/NA/0.0/use|mark/ use/use/VB/O/Abstract/2.78/run|xcomp/use|mark|use|nmod:as as/as/IN/O/NA/0.0/source|case/ an/a/DT/O/NA/0.0/source|det/ energy/energy/NN/O/Focus/3.11/source|compound/ source/source/NN/O/Abstract/2.96/use|nmod:as/source|case|source|det|source|compound	SYNONYMY
fa35-1103-b845-dbab	Malawi/Malawi/NNP/COUNTRY/NA/null/located|nsubj/ is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ southern/southern/JJ/O/Abstract/2.62/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod	PROTO-COUNTRY-HEMISPHERE
521a-5b49-3683-2b01	cutting/cut/VBG/O/Focus/4.11//cut|compound:prt|cut|dobj|cut|dep|cut|nsubj down/down/RP/O/NA/0.0/cut|compound:prt/ trees/tree/NNS/O/NA/null/cut|dobj/tree|nmod:in in/in/IN/O/NA/0.0/forest|case/ a/a/DT/O/NA/0.0/forest|det/ forest/forest/NN/O/Concrete/4.76/tree|nmod:in/forest|case|forest|det causes/cause/VBZ/O/NA/null/cut|dep/ the/the/DT/O/NA/0.0/number|det/ number/number/NN/O/Focus/3.3/cut|nsubj/number|det|number|nmod:of of/of/IN/O/NA/0.0/tree|case/ trees/tree/NNS/O/NA/null/number|nmod:of/tree|case|tree|acl:to to/to/TO/O/NA/0.0/decrease|mark/ decrease/decrease/VB/O/Abstract/2.68/tree|acl:to/decrease|mark|decrease|nmod:in in/in/IN/O/NA/0.0/forest|case/ that/that/DT/O/NA/0.0/forest|det/ forest/forest/NN/O/Concrete/4.76/decrease|nmod:in/forest|case|forest|det	CAUSE
b631-3f9d-d4ae-c311	a/a/DT/O/NA/0.0/hummingbird|det/ hummingbird/hummingbird/NN/O/Concrete/4.96/kind|nsubj/hummingbird|det is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/animal|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ animal/animal/NN/O/Concrete/4.61//animal|det:qmod	KINDOF
61cc-33fa-5056-7255	a/a/DT/O/NA/0.0/bag|det/ sleeping/sleep/VBG/O/Concrete/4.23/bag|amod/ bag/bag/NN/O/Concrete/4.9/kind|nsubj/bag|det|bag|amod is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/product|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ product/product/NN/O/Focus/4.17//product|det:qmod	KINDOF
6496-02ad-c1cd-0a9d	Romania/Romania/NNP/COUNTRY/NA/null/located|nsubj/ is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ northern/northern/JJ/O/Focus/3.13/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod	PROTO-COUNTRY-HEMISPHERE
56e7-2bed-6272-00f4	natural/natural/JJ/O/Abstract/1.85/gas|amod/ gas/gas/NN/O/Concrete/4.29/use|nsubjpass/gas|amod is/be/VBZ/O/Abstract/1.59/use|auxpass/ used/use/VBN/O/Abstract/2.64//use|nsubjpass|use|auxpass|use|nmod:for|use|nmod:agent for/for/IN/O/NA/0.0/building|case/ heating/heating/NN/O/Focus/3.34/building|compound/ building/building/NN/O/Concrete/4.64/use|nmod:for/building|case|building|compound by/by/IN/O/NA/0.0/burn|case/ burning/burn/VBG/O/Focus/3.85/use|nmod:agent/burn|case	USEDFOR
472e-feaf-d532-1ec1	Earth/Earth/NNP/O/Concrete/4.8/pattern|nmod:poss/Earth|case 's/'s/POS/O/NA/0.0/Earth|case/ magnetic/magnetic/JJ/O/Focus/3.4/pattern|amod/ patterns/pattern/NNS/O/NA/null/use|nsubjpass/pattern|nmod:poss|pattern|amod are/be/VBP/O/Abstract/1.96/use|auxpass/ used/use/VBN/O/Abstract/2.64//use|nsubjpass|use|auxpass|use|advcl:for for/for/IN/O/NA/0.0/find|mark/ finding/find/VBG/O/Abstract/2.89/use|advcl:for/find|mark|find|dobj|find|nmod:by locations/location/NNS/O/NA/null/find|dobj/ by/by/IN/O/NA/0.0/animal|case/ animals/animal/NNS/O/NA/null/find|nmod:by|migrate|nsubj/animal|case|animal|ref|animal|acl:relcl that/that/WDT/O/NA/0.0/animal|ref/ migrate/migrate/VBP/O/Focus/3.15/animal|acl:relcl/migrate|nsubj	USEDFOR
df9f-982c-aa68-428a	an/a/DT/O/NA/0.0/animal|det/ animal/animal/NN/O/Concrete/4.61/need|nsubj|move|nsubj:xsubj/animal|det needs/need/VBZ/O/Abstract/2.25//need|nsubj|need|xcomp to/to/TO/O/NA/0.0/move|mark/ move/move/VB/O/Focus/3.25/need|xcomp/move|nsubj:xsubj|move|mark|move|xcomp to/to/TO/O/NA/0.0/find|mark/ find/find/VB/O/Abstract/2.63/move|xcomp/find|mark|find|dobj shelter/shelter/NN/O/Concrete/4.64/find|dobj/	REQUIRES
56cd-812e-1e24-c47a	help/help/NN/O/Abstract/2.56/mean|nsubj/ means/mean/VBZ/O/Abstract/1.93//mean|nsubj|mean|dobj advantage/advantage/NN/O/Abstract/2.0/mean|dobj/	SYNONYMY
5aa9-6969-d397-96e4	Banffshire/Banffshire/NNP/O/NA/null/county|nsubj/ is/be/VBZ/O/Abstract/1.59/county|cop/ a/a/DT/O/NA/0.0/county|det/ county/county/NN/O/Focus/4.04//county|nsubj|county|cop|county|det|county|amod located/located/JJ/O/NA/null/county|amod/located|nmod:in in/in/IN/O/NA/0.0/Scotland|case/ Scotland/Scotland/NNP/COUNTRY/NA/null/located|nmod:in/Scotland|case	PROTO-SUBDIVISION-COUNTRY
ad27-ad14-2ed7-2b55	erosion/erosion/NN/O/Focus/3.83/cause|nsubj/erosion|cc|erosion|conj:or or/or/CC/O/NA/0.0/erosion|cc/ storms/storm/NNS/CAUSE_OF_DEATH/NA/null/erosion|conj:or|cause|nsubj/ can/can/MD/O/NA/0.0/cause|aux/ cause/cause/VB/O/Abstract/2.43//cause|nsubj|cause|nsubj|cause|aux|cause|dobj a/a/DT/O/NA/0.0/landslide|det/ landslide/landslide/NN/O/Concrete/4.36/cause|dobj/landslide|det	CAUSE
8b95-fe18-dbc1-7c08	Babingtonite/Babingtonite/NNP/O/NA/null/magnetic|nsubj/ is/be/VBZ/O/Abstract/1.59/magnetic|cop/ always/always/RB/O/Abstract/1.71/magnetic|advmod/ magnetic/magnetic/JJ/O/Focus/3.4//magnetic|nsubj|magnetic|cop|magnetic|advmod	MAGNETISM
a6a9-3e1b-7e02-ce06	the/the/DT/O/NA/0.0/moon|det/ moon/moon/NN/O/Concrete/4.9/orbit|nsubj/moon|det orbits/orbit/VBZ/O/NA/null//orbit|nsubj|orbit|dobj the/the/DT/O/NA/0.0/Earth|det/ Earth/Earth/NNP/LOCATION/Concrete/4.8/orbit|dobj/Earth|det	PROTO-ACTION
fd00-6ac1-b7ce-d4d6	a/a/DT/O/NA/0.0/kettle|det/ kettle/kettle/NN/O/Concrete/4.75/form|nsubjpass/kettle|det is/be/VBZ/O/Abstract/1.59/form|auxpass/ formed/form/VBN/O/Focus/3.04//form|nsubjpass|form|auxpass|form|advcl when/when/WRB/O/Abstract/1.6/melt|advmod/ chunks/chunk/NNS/O/NA/null/melt|nsubj/chunk|nmod:of of/of/IN/O/NA/0.0/ice|case/ ice/ice/NN/O/Concrete/4.89/chunk|nmod:of/ice|case|ice|acl left/leave/VBN/O/Focus/3.7/ice|acl/leave|nmod:by by/by/IN/O/NA/0.0/glacier|case/ glaciers/glacier/NNS/O/NA/null/leave|nmod:by/glacier|case melt/melt/VBP/O/Focus/3.96/form|advcl/melt|advmod|melt|nsubj	PROTO-FORMEDBY
7830-485a-4be0-309b	the/the/DT/O/NA/0.0/bottom|det/ bottom/bottom/NN/O/Concrete/4.25/deepest|nsubj/bottom|det|bottom|nmod:of of/of/IN/O/NA/0.0/body|case/ a/a/DT/O/NA/0.0/body|det/ body/body/NN/O/Concrete/4.79/bottom|nmod:of/body|case|body|det|body|nmod:of of/of/IN/O/NA/0.0/water|case/ water/water/NN/O/Concrete/5.0/body|nmod:of/water|case is/be/VBZ/O/Abstract/1.59/deepest|cop/ the/the/DT/O/NA/0.0/deepest|det/ deepest/deepest/JJS/O/NA/null//deepest|nsubj|deepest|cop|deepest|det	PROTO-PROPERTIES-THINGS
9146-25fe-03d8-716b	Nuevo/nuevo/FW/O/NA/0.0/³|compound/ LeÃ/leã/FW/O/NA/0.0/³|compound/ ³/³/FW/O/NA/0.0/state|nsubj/³|compound|³|compound|³|dep n/n/NN/O/NA/null/³|dep/ is/be/VBZ/O/Abstract/1.59/state|cop/ a/a/DT/O/NA/0.0/state|det/ state/state/NN/O/Focus/3.52//state|nsubj|state|cop|state|det|state|amod located/located/JJ/O/NA/null/state|amod/located|nmod:in in/in/IN/O/NA/0.0/Mexico|case/ Mexico/Mexico/NNP/COUNTRY/NA/null/located|nmod:in/Mexico|case	PROTO-SUBDIVISION-COUNTRY
50d7-9492-5143-d88b	to/to/TO/O/NA/0.0/pass|mark/ pass/pass/VB/O/Abstract/2.71//pass|mark|pass|dobj|pass|xcomp means/means/NNS/O/Abstract/1.93/pass|dobj|occur|nsubj:xsubj/ to/to/TO/O/NA/0.0/occur|mark/ occur/occur/VB/O/Abstract/1.84/pass|xcomp/occur|nsubj:xsubj|occur|mark	SYNONYMY
9815-d368-af06-bf1c	a/a/DT/O/NA/0.0/pebble|det/ pebble/pebble/NN/O/Concrete/4.86/kind|nsubj/pebble|det is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/rock|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ small/small/JJ/O/Focus/3.22/rock|amod/ rock/rock/NN/O/Concrete/4.91//rock|det:qmod|rock|amod	KINDOF
