Mercury_SC_415014	Which/which/WDT/O/NA rapid/rapid/JJ/O/Focus changes/change/NNS/O/NA can/can/MD/O/NA be/be/VB/O/Abstract caused/cause/VBN/O/NA by/by/IN/O/NA storms/storm/NNS/CAUSE_OF_DEATH/NA ?/?/./O/NA	A	landslides/landslide/NNS/O/NA and/and/CC/O/NA flooding/flooding/NN/O/Concrete	flooding/flooding/NN/O/Concrete and/and/CC/O/NA earthquakes/earthquake/NNS/CAUSE_OF_DEATH/NA	landslides/landslide/NNS/O/NA and/and/CC/O/NA volcanoes/volcano/NNS/O/NA	volcanoes/volcano/NNS/O/NA and/and/CC/O/NA earthquakes/earthquake/NNS/CAUSE_OF_DEATH/NA
VASoL_2008_3_14	Which/which/WDT/O/NA of/of/IN/O/NA these/these/DT/O/NA is/be/VBZ/O/Abstract the/the/DT/O/NA BEST/BEST/NNP/O/Abstract reason/reason/NN/O/Abstract to/to/TO/O/NA study/study/VB/O/Focus weather/weather/NN/O/Focus ?/?/./O/NA	A	To/to/TO/O/NA be/be/VB/O/Abstract prepared/prepare/VBN/O/Abstract for/for/IN/O/NA storms/storm/NNS/CAUSE_OF_DEATH/NA	To/to/TO/O/NA learn/learn/VB/O/Abstract how/how/WRB/O/Abstract fossils/fossil/NNS/O/NA are/be/VBP/O/Abstract formed/form/VBN/O/Focus	To/to/TO/O/NA see/see/VB/O/Focus changing/change/VBG/O/NA phases/phase/NNS/O/Abstract of/of/IN/O/NA the/the/DT/O/NA Moon/Moon/NNP/LOCATION/Concrete	To/to/TO/O/NA find/find/VB/O/Abstract ways/way/NNS/O/Abstract for/for/IN/O/NA animals/animal/NNS/O/NA to/to/TO/O/NA live/live/VB/O/Focus longer/longer/JJR/O/Abstract
Mercury_SC_407137	Plants/plant/NNS/O/NA use/use/VBP/O/Abstract nutrients/nutrient/NNS/O/NA found/find/VBN/O/Abstract in/in/IN/O/NA soil/soil/NN/O/Concrete ./././O/NA Which/which/WDT/O/NA of/of/IN/O/NA these/these/DT/O/NA can/can/MD/O/NA break/break/VB/O/Focus down/down/RP/O/NA in/in/IN/O/NA soil/soil/NN/O/Concrete and/and/CC/O/NA become/become/VB/O/Abstract nutrients/nutrient/NNS/O/NA ?/?/./O/NA	C	air/air/NN/O/Focus	water/water/NN/O/Concrete	leaves/leaf/NNS/O/Concrete	sunlight/sunlight/NN/O/Concrete
Mercury_SC_406702	A/a/DT/O/NA lizard/lizard/NN/O/Concrete most/most/RBS/O/Abstract likely/likely/RB/O/Abstract would/would/MD/O/NA be/be/VB/O/Abstract protected/protect/VBN/O/NA from/from/IN/O/NA its/its/PRP$/O/NA enemies/enemy/NNS/O/NA if/if/IN/O/NA it/it/PRP/O/NA has/have/VBZ/O/NA which/which/WDT/O/NA characteristic/characteristic/JJ/O/Abstract ?/?/./O/NA	D	claws/claw/NNS/O/NA to/to/TO/O/NA catch/catch/VB/O/Focus prey/prey/NN/O/Focus	a/a/DT/O/NA long/long/JJ/O/Focus tail/tail/NN/O/Concrete to/to/TO/O/NA climb/climb/VB/O/Focus trees/tree/NNS/O/NA	eyes/eye/NNS/O/Concrete that/that/WDT/O/NA can/can/MD/O/NA see/see/VB/O/Focus far/far/RB/O/Abstract distances/distance/NNS/O/NA	skin/skin/NN/O/Concrete color/color/NN/O/Focus that/that/WDT/O/NA matches/match/VBZ/O/NA its/its/PRP$/O/NA habitat/habitat/NN/O/Focus
Mercury_SC_416518	A/a/DT/O/NA mountain/mountain/NN/O/Concrete with/with/IN/O/NA a/a/DT/O/NA melting/melting/NN/O/Focus glacier/glacier/NN/O/Concrete has/have/VBZ/O/NA a/a/DT/O/NA stream/stream/NN/O/Concrete with/with/IN/O/NA a/a/DT/O/NA waterfall/waterfall/NN/O/Concrete ./././O/NA The/the/DT/O/NA waterfall/waterfall/NN/O/Concrete fills/fill/VBZ/O/NA a/a/DT/O/NA lake/lake/NN/O/Concrete at/at/IN/O/NA the/the/DT/O/NA base/base/NN/O/Focus of/of/IN/O/NA the/the/DT/O/NA mountain/mountain/NN/O/Concrete ./././O/NA Where/where/WRB/O/Abstract is/be/VBZ/O/Abstract the/the/DT/O/NA water/water/NN/O/Concrete coldest/coldest/JJS/O/NA ?/?/./O/NA	A	glacier/glacier/NN/O/Concrete	stream/stream/NN/O/Concrete	waterfall/waterfall/NN/O/Concrete	lake/lake/NN/O/Concrete
VASoL_2008_3_24	While/while/IN/O/NA a/a/DT/O/NA sailor/sailor/NN/TITLE/Concrete was/be/VBD/O/Abstract out/out/IN/O/NA fishing/fishing/NN/O/Concrete ,/,/,/O/NA he/he/PRP/O/NA got/get/VBD/O/Abstract lost/lose/VBN/O/Abstract at/at/IN/O/NA sea/sea/NN/O/Concrete ./././O/NA Which/which/WDT/O/NA object/object/NN/O/Focus would/would/MD/O/NA help/help/VB/O/Abstract him/he/PRP/O/NA direct/direct/VB/O/Abstract the/the/DT/O/NA boat/boat/NN/O/Concrete back/back/RB/O/Concrete to/to/TO/O/NA shore/shore/VB/O/Concrete ?/?/./O/NA	B	Rope/rope/NN/O/Concrete	Magnetic/magnetic/JJ/O/Focus compass/compass/NN/O/Concrete	Blanket/blanket/NN/O/Concrete	Measuring/measure/VBG/O/Focus tape/tape/NN/O/Concrete
Mercury_SC_413304	Which/which/WDT/O/NA material/material/NN/O/Concrete is/be/VBZ/O/Abstract the/the/DT/O/NA best/best/JJS/O/Abstract natural/natural/JJ/O/Abstract resource/resource/NN/O/Abstract to/to/TO/O/NA use/use/VB/O/Abstract for/for/IN/O/NA making/make/VBG/O/Abstract water-resistant/water-resistant/JJ/O/NA shoes/shoe/NNS/O/NA ?/?/./O/NA	B	cotton/cotton/NN/O/Concrete	leather/leather/NN/O/Concrete	plastic/plastic/NN/O/Concrete	wool/wool/NN/O/Concrete
Mercury_SC_417556	A/a/DT/O/NA town/town/NN/O/Concrete built/build/VBD/O/Focus a/a/DT/O/NA road/road/NN/O/Concrete through/through/IN/O/NA a/a/DT/O/NA forest/forest/NN/O/Concrete ./././O/NA Deer/deer/NNS/O/Concrete live/live/VBP/O/Focus in/in/IN/O/NA the/the/DT/O/NA forest/forest/NN/O/Concrete on/on/IN/O/NA both/both/DT/O/NA sides/side/NNS/O/Focus of/of/IN/O/NA the/the/DT/O/NA road/road/NN/O/Concrete ./././O/NA Which/which/WDT/O/NA would/would/MD/O/NA not/not/RB/O/Abstract help/help/VB/O/Abstract protect/protect/VB/O/Abstract deer/deer/NNS/O/Concrete from/from/IN/O/NA the/the/DT/O/NA cars/car/NNS/O/NA on/on/IN/O/NA the/the/DT/O/NA road/road/NN/O/Concrete ?/?/./O/NA	A	feeders/feeder/NNS/O/NA on/on/IN/O/NA the/the/DT/O/NA side/side/NN/O/Focus of/of/IN/O/NA the/the/DT/O/NA road/road/NN/O/Concrete	lights/light/NNS/O/NA along/along/IN/O/NA the/the/DT/O/NA side/side/NN/O/Focus of/of/IN/O/NA the/the/DT/O/NA road/road/NN/O/Concrete	signs/sign/NNS/O/NA telling/tell/VBG/O/Abstract drivers/driver/NNS/O/NA to/to/TO/O/NA be/be/VB/O/Abstract careful/careful/JJ/O/Abstract of/of/IN/O/NA deer/deer/NNS/O/Concrete	bridges/bridge/NNS/O/NA that/that/WDT/O/NA let/let/VBP/O/Abstract the/the/DT/O/NA deer/deer/NNS/O/Concrete walk/walk/VBP/O/Focus under/under/IN/O/NA the/the/DT/O/NA road/road/NN/O/Concrete
Mercury_SC_413141	Which/which/WDT/O/NA measurement/measurement/NN/O/Focus represents/represent/VBZ/O/NA the/the/DT/O/NA mass/mass/NN/O/Focus of/of/IN/O/NA an/a/DT/O/NA object/object/NN/O/Focus ?/?/./O/NA	B	35/35/CD/NUMBER/NA centimeters/centimeter/NNS/O/NA	35/35/CD/NUMBER/NA grams/gram/NNS/O/NA	35/35/CD/NUMBER/NA liters/liter/NNS/O/NA	35/35/CD/NUMBER/NA degrees/degree/NNS/O/NA
Mercury_SC_415368	A/a/DT/O/NA dragonfly/dragonfly/NN/O/Concrete develops/develop/VBZ/O/NA through/through/IN/O/NA incomplete/incomplete/JJ/O/Abstract metamorphosis/metamorphosis/NN/O/Focus ./././O/NA Which/which/WDT/O/NA stages/stage/NNS/O/NA does/do/VBZ/O/Abstract the/the/DT/O/NA dragonfly/dragonfly/NN/O/Concrete 's/'s/POS/O/NA life/life/NN/O/Abstract cycle/cycle/NN/O/Focus include/include/VB/O/Abstract ?/?/./O/NA	B	egg/egg/NN/O/Concrete and/and/CC/O/NA larva/larva/NN/O/Concrete	egg/egg/NN/O/Concrete and/and/CC/O/NA nymph/nymph/NN/O/Focus	larva/larva/NN/O/Concrete and/and/CC/O/NA pupa/pupa/NN/O/NA	larva/larva/NN/O/Concrete and/and/CC/O/NA nymph/nymph/NN/O/Focus
VASoL_2009_3_36	Which/which/WDT/O/NA causes/cause/VBZ/O/NA the/the/DT/O/NA GREATEST/greatest/JJ/O/NA change/change/NN/O/Abstract in/in/IN/O/NA a/a/DT/O/NA grassy/grassy/JJ/O/Concrete field/field/NN/O/Concrete over/over/IN/O/NA time/time/NN/O/Focus ?/?/./O/NA	B	The/the/DT/O/NA time/time/NN/O/Focus of/of/IN/O/NA day/day/NN/TIME/Focus	Amount/amount/NN/O/Abstract of/of/IN/O/NA yearly/yearly/JJ/O/Focus rainfall/rainfall/NNS/O/Concrete	Number/number/NN/O/Focus of/of/IN/O/NA birds/bird/NNS/O/NA nesting/nesting/JJ/O/NA	Seasonal/seasonal/JJ/O/Abstract migration/migration/NN/O/Focus of/of/IN/O/NA animals/animal/NNS/O/NA
Mercury_SC_415349	How/how/WRB/O/Abstract does/do/VBZ/O/Abstract a/a/DT/O/NA tiger/tiger/NN/O/Concrete get/get/VB/O/Abstract stripes/stripe/NNS/O/NA ?/?/./O/NA	D	from/from/IN/O/NA its/its/PRP$/O/NA environment/environment/NN/O/Focus	from/from/IN/O/NA its/its/PRP$/O/NA food/food/NN/O/Concrete	from/from/IN/O/NA its/its/PRP$/O/NA offspring/offspring/NN/O/Focus	from/from/IN/O/NA its/its/PRP$/O/NA parents/parent/NNS/O/NA
Mercury_SC_415465	Oscar/Oscar/NNP/O/NA is/be/VBZ/O/Abstract investigating/investigate/VBG/O/Focus how/how/WRB/O/Abstract many/many/JJ/O/Abstract days/day/NNS/O/Focus it/it/PRP/O/NA takes/take/VBZ/O/NA for/for/IN/O/NA a/a/DT/O/NA chick/chick/NN/O/Concrete to/to/TO/O/NA hatch/hatch/VB/O/Concrete from/from/IN/O/NA an/a/DT/O/NA egg/egg/NN/O/Concrete ./././O/NA Which/which/WDT/O/NA number/number/NN/O/Focus of/of/IN/O/NA eggs/egg/NNS/O/NA would/would/MD/O/NA give/give/VB/O/Abstract Oscar/Oscar/NNP/O/NA the/the/DT/O/NA most/most/RBS/O/Abstract reliable/reliable/JJ/O/Abstract results/result/NNS/O/NA ?/?/./O/NA	D	1/1/CD/NUMBER/NA	3/3/CD/NUMBER/NA	5/5/CD/NUMBER/NA	7/7/CD/NUMBER/NA
VASoL_2009_3_10	Which/which/WDT/O/NA of/of/IN/O/NA these/these/DT/O/NA most/most/RBS/O/Abstract likely/likely/JJ/O/Abstract has/have/VBZ/O/NA the/the/DT/O/NA GREATEST/GREATEST/NNP/O/NA mass/mass/NN/O/Focus ?/?/./O/NA	D	Chicken/chicken/NN/O/Concrete	Puppy/puppy/NN/O/Concrete	Lizard/Lizard/NNP/O/Concrete	Horse/horse/NN/O/Concrete
VASoL_2007_3_34	The/the/DT/O/NA seeds/seed/NNS/O/NA of/of/IN/O/NA an/a/DT/O/NA oak/oak/NN/O/Concrete come/come/VBN/O/Abstract from/from/IN/O/NA the/the/DT/O/NA ___/___/NN/O/NA ./././O/NA	A	fruit/fruit/NN/O/Concrete	leaf/leaf/NN/O/Concrete	root/root/NN/O/Concrete	stem/stem/NN/O/Concrete
VASoL_2010_3_7	Jake/Jake/NNP/O/NA 's/'s/POS/O/NA cats/cat/NNS/O/NA eat/eat/VBP/O/Concrete food/food/NN/O/Concrete from/from/IN/O/NA a/a/DT/O/NA can/can/NN/O/Concrete ./././O/NA The/the/DT/O/NA cats/cat/NNS/O/NA come/come/VBP/O/Abstract running/run/VBG/O/Concrete into/into/IN/O/NA the/the/DT/O/NA kitchen/kitchen/NN/O/Concrete when/when/WRB/O/Abstract they/they/PRP/O/NA hear/hear/VBP/O/Focus the/the/DT/O/NA electric/electric/NN/O/Focus can/can/MD/O/NA opener/opener/NN/TITLE/Focus ./././O/NA Now/now/RB/O/Abstract ,/,/,/O/NA each/each/DT/O/NA time/time/NN/O/Focus Jake/Jake/NNP/PERSON/NA 's/'s/POS/O/NA mother/mother/NN/O/Concrete opens/open/VBZ/O/NA a/a/DT/O/NA can/can/NN/O/Concrete of/of/IN/O/NA corn/corn/NN/O/Concrete ,/,/,/O/NA the/the/DT/O/NA cats/cat/NNS/O/NA come/come/VBP/O/Abstract running/run/VBG/O/Concrete ./././O/NA This/this/DT/O/NA is/be/VBZ/O/Abstract an/a/DT/O/NA example/example/NN/O/Focus of/of/IN/O/NA	A	learned/learn/VBN/O/Abstract behavior/behavior/NN/O/Abstract	correct/correct/JJ/O/Abstract behavior/behavior/NN/O/Abstract	instinct/instinct/NN/O/Abstract	migration/migration/NN/O/Focus
VASoL_2010_3_17	Which/which/WDT/O/NA part/part/NN/O/Focus of/of/IN/O/NA a/a/DT/O/NA bicycle/bicycle/NN/O/Concrete BEST/best/NN/O/Abstract moves/move/NNS/O/NA in/in/IN/O/NA a/a/DT/O/NA circle/circle/NN/O/Concrete ?/?/./O/NA	C	Seat/seat/NN/O/Concrete	Frame/frame/VB/O/Concrete	Foot/Foot/NNP/O/Concrete pedal/pedal/NN/O/Concrete	Kickstand/Kickstand/NNP/O/Concrete
Mercury_SC_413078	Which/which/WDT/O/NA event/event/NN/O/Abstract can/can/MD/O/NA cause/cause/VB/O/Abstract a/a/DT/O/NA large/large/JJ/O/Focus rock/rock/NN/O/Concrete to/to/TO/O/NA become/become/VB/O/Abstract soil/soil/NN/O/Concrete over/over/IN/O/NA time/time/NN/O/Focus ?/?/./O/NA	D	decaying/decay/VBG/O/Focus	an/a/DT/O/NA earthquake/earthquake/NN/CAUSE_OF_DEATH/Focus	a/a/DT/O/NA landslide/landslide/NN/O/Concrete	weathering/weather/VBG/O/Abstract
VASoL_2007_3_16	If/if/IN/O/NA water/water/NN/O/Concrete gets/get/VBZ/O/NA into/into/IN/O/NA the/the/DT/O/NA crack/crack/NN/O/Concrete of/of/IN/O/NA a/a/DT/O/NA rock/rock/NN/O/Concrete and/and/CC/O/NA then/then/RB/O/Abstract freezes/freeze/VBZ/O/NA ,/,/,/O/NA the/the/DT/O/NA rock/rock/NN/O/Concrete will/will/MD/O/NA MOST/most/JJS/O/Abstract likely/likely/JJ/O/Abstract	A	break/break/NN/O/Focus apart/apart/RB/O/Focus	be/be/VB/O/Abstract able/able/JJ/O/Abstract to/to/TO/O/NA float/float/VB/O/Focus	become/become/VB/O/Abstract larger/larger/JJR/O/NA	change/change/NN/O/Abstract colors/color/NNS/O/Focus
Mercury_SC_413531	A/a/DT/O/NA handheld/handheld/JJ/O/Focus sewing/sewing/NN/O/Concrete machine/machine/NN/O/Concrete uses/use/VBZ/O/NA a/a/DT/O/NA battery/battery/NN/CRIMINAL_CHARGE/Concrete to/to/TO/O/NA make/make/VB/O/Abstract a/a/DT/O/NA needle/needle/NN/O/Concrete move/move/NN/O/Focus ./././O/NA The/the/DT/O/NA needle/needle/NN/O/Concrete goes/go/VBZ/O/Abstract up/up/RB/O/Focus and/and/CC/O/NA down/down/RB/O/Focus quickly/quickly/RB/O/Abstract ./././O/NA Which/which/WDT/O/NA energy/energy/NN/O/Focus change/change/NN/O/Abstract is/be/VBZ/O/Abstract taking/take/VBG/O/Abstract place/place/NN/O/Focus ?/?/./O/NA	B	Motion/Motion/NNP/O/Focus changes/change/NNS/O/NA to/to/TO/O/NA chemical/chemical/JJ/O/Focus energy/energy/NN/O/Focus ./././O/NA	Stored/store/VBN/O/NA energy/energy/NN/O/Focus changes/change/NNS/O/NA to/to/TO/O/NA motion/motion/NN/O/Focus ./././O/NA	Electricity/Electricity/NNP/O/Focus changes/change/NNS/O/NA to/to/TO/O/NA stored/store/VBN/O/NA energy/energy/NN/O/Focus ./././O/NA	Heat/heat/NN/O/Focus changes/change/NNS/O/NA to/to/TO/O/NA electricity/electricity/NN/O/Focus ./././O/NA
VASoL_2007_3_5	A/a/DT/O/NA student/student/NN/TITLE/Concrete wants/want/VBZ/O/NA to/to/TO/O/NA look/look/VB/O/Abstract under/under/IN/O/NA a/a/DT/O/NA heavy/heavy/JJ/O/Focus rock/rock/NN/O/Concrete ./././O/NA Which/which/WDT/O/NA simple/simple/JJ/O/Abstract machine/machine/NN/O/Concrete would/would/MD/O/NA be/be/VB/O/Abstract BEST/BEST/NNP/O/Abstract to/to/TO/O/NA use/use/VB/O/Abstract to/to/TO/O/NA lift/lift/VB/O/Focus the/the/DT/O/NA rock/rock/NN/O/Concrete ?/?/./O/NA	B	Wheel/wheel/NN/O/Concrete and/and/CC/O/NA axle/axle/NN/O/Concrete	Lever/Lever/NNP/O/Concrete	Inclined/incline/VBN/O/Abstract plane/plane/NN/O/Concrete	Screw/screw/VB/O/Concrete
Mercury_SC_416531	Erin/Erin/NNP/COUNTRY/NA placed/place/VBD/O/NA her/she/PRP$/O/NA shamrock/shamrock/NN/O/Concrete plant/plant/NN/O/Concrete in/in/IN/O/NA a/a/DT/O/NA dark/dark/JJ/O/Concrete corner/corner/NN/O/Concrete ./././O/NA Soon/soon/RB/O/Abstract she/she/PRP/O/NA saw/see/VBD/O/Concrete that/that/IN/O/NA the/the/DT/O/NA leaves/leaf/NNS/O/Concrete had/have/VBD/O/Abstract tilted/tilted/JJ/O/NA toward/toward/IN/O/NA her/she/PRP$/O/NA window/window/NN/O/Concrete ./././O/NA What/what/WP/O/NA did/do/VBD/O/Abstract the/the/DT/O/NA plant/plant/NN/O/Concrete need/need/VBP/O/Abstract most/most/RBS/O/Abstract from/from/IN/O/NA the/the/DT/O/NA window/window/NN/O/Concrete ?/?/./O/NA	A	sunlight/sunlight/NN/O/Concrete during/during/IN/O/NA the/the/DT/O/NA day/day/NN/TIME/Focus	air/air/NN/O/Focus during/during/IN/O/NA the/the/DT/O/NA day/day/NN/TIME/Focus	darkness/darkness/NN/O/Focus at/at/IN/O/NA night/night/NN/TIME/Concrete	warmth/warmth/NN/O/Focus at/at/IN/O/NA night/night/NN/TIME/Concrete
