Mercury_SC_415368||develops through	develop through	subj-dragonfly	subjl-dragonfly	obj-incomplete metamorphosis	objl-incomplete metamorphosis	rel-develops through	rel-develop through	[dragonfly,develops through,incomplete metamorphosis]	[dragonfly,develop through,incomplete metamorphosis]	develops through	develop through	subj-dragonfly	subjl-dragonfly	obj-metamorphosis	objl-metamorphosis	rel-develops through	rel-develop through	[dragonfly,develops through,metamorphosis]	[dragonfly,develop through,metamorphosis]	has	have	subj-dragonfly	subjl-dragonfly	obj-life cycle	objl-life cycle	rel-has	rel-have	[dragonfly,has,life cycle]	[dragonfly,have,life cycle]||develops through	develop through	subj-dragonfly	subjl-dragonfly	obj-incomplete metamorphosis	objl-incomplete metamorphosis	rel-develops through	rel-develop through	[dragonfly,develops through,incomplete metamorphosis]	[dragonfly,develop through,incomplete metamorphosis]	develops through	develop through	subj-dragonfly	subjl-dragonfly	obj-metamorphosis	objl-metamorphosis	rel-develops through	rel-develop through	[dragonfly,develops through,metamorphosis]	[dragonfly,develop through,metamorphosis]	has	have	subj-dragonfly	subjl-dragonfly	obj-life cycle	objl-life cycle	rel-has	rel-have	[dragonfly,has,life cycle]	[dragonfly,have,life cycle]
VASoL_2009_3_36||is in	be in	subj-GREATEST change	subjl-greatest change	obj-grassy field	objl-grassy field	rel-is in	rel-be in	[GREATEST change,is in,grassy field]	[greatest change,be in,grassy field]||is in	be in	subj-GREATEST change	subjl-greatest change	obj-grassy field	objl-grassy field	rel-is in	rel-be in	[GREATEST change,is in,grassy field]	[greatest change,be in,grassy field]
Mercury_SC_415349||does get	do get	subj-tiger	subjl-tiger	obj-stripes	objl-stripe	rel-does get	rel-do get	[tiger,does get,stripes]	[tiger,do get,stripe]||does get	do get	subj-tiger	subjl-tiger	obj-stripes	objl-stripe	rel-does get	rel-do get	[tiger,does get,stripes]	[tiger,do get,stripe]
Mercury_SC_415465||hatch from	hatch from	subj-chick	subjl-chick	obj-egg	objl-egg	rel-hatch from	rel-hatch from	[chick,hatch from,egg]	[chick,hatch from,egg]	takes	take	subj-it	subjl-it	obj-how many days	objl-how many day	rel-takes	rel-take	[it,takes,how many days]	[it,take,how many day]	takes	take	subj-it	subjl-it	obj-many days	objl-many day	rel-takes	rel-take	[it,takes,many days]	[it,take,many day]	days takes	day take	subj-it	subjl-it	obj-chick hatch from egg	objl-chick hatch from egg	rel-days takes	rel-day take	[it,days takes,chick hatch from egg]	[it,day take,chick hatch from egg]	days takes	day take	subj-it	subjl-it	obj-chick hatch	objl-chick hatch	rel-days takes	rel-day take	[it,days takes,chick hatch]	[it,day take,chick hatch]	takes	take	subj-it	subjl-it	obj-days	objl-day	rel-takes	rel-take	[it,takes,days]	[it,take,day]||hatch from	hatch from	subj-chick	subjl-chick	obj-egg	objl-egg	rel-hatch from	rel-hatch from	[chick,hatch from,egg]	[chick,hatch from,egg]	takes	take	subj-it	subjl-it	obj-how many days	objl-how many day	rel-takes	rel-take	[it,takes,how many days]	[it,take,how many day]	takes	take	subj-it	subjl-it	obj-many days	objl-many day	rel-takes	rel-take	[it,takes,many days]	[it,take,many day]	days takes	day take	subj-it	subjl-it	obj-chick hatch from egg	objl-chick hatch from egg	rel-days takes	rel-day take	[it,days takes,chick hatch from egg]	[it,day take,chick hatch from egg]	days takes	day take	subj-it	subjl-it	obj-chick hatch	objl-chick hatch	rel-days takes	rel-day take	[it,days takes,chick hatch]	[it,day take,chick hatch]	takes	take	subj-it	subjl-it	obj-days	objl-day	rel-takes	rel-take	[it,takes,days]	[it,take,day]
VASoL_2009_3_10||||
VASoL_2007_3_34||come from	come from	subj-seeds	subjl-seed	obj-___	objl-___	rel-come from	rel-come from	[seeds,come from,___]	[seed,come from,___]||come from	come from	subj-seeds	subjl-seed	obj-___	objl-___	rel-come from	rel-come from	[seeds,come from,___]	[seed,come from,___]
VASoL_2010_3_7||eat	eat	subj-Jake 's cats	subjl-Jake 's cat	obj-food	objl-food	rel-eat	rel-eat	[Jake 's cats,eat,food]	[Jake 's cat,eat,food]	has	have	subj-Jake	subjl-Jake	obj-cats	objl-cat	rel-has	rel-have	[Jake,has,cats]	[Jake,have,cat]	eat food from	eat food from	subj-Jake 's cats	subjl-Jake 's cat	obj-can	objl-can	rel-eat food from	rel-eat food from	[Jake 's cats,eat food from,can]	[Jake 's cat,eat food from,can]	running into	run into	subj-cats	subjl-cat	obj-kitchen	objl-kitchen	rel-running into	rel-run into	[cats,running into,kitchen]	[cat,run into,kitchen]	come	come	subj-cats	subjl-cat	obj-running	objl-run	rel-come	rel-come	[cats,come,running]	[cat,come,run]	come	come	subj-cats	subjl-cat	obj-running into kitchen	objl-run into kitchen	rel-come	rel-come	[cats,come,running into kitchen]	[cat,come,run into kitchen]	come	come	subj-cats	subjl-cat	obj-running	objl-run	rel-come	rel-come	[cats,come,running]	[cat,come,run]	has	have	subj-Jake	subjl-Jake	obj-mother	objl-mother	rel-has	rel-have	[Jake,has,mother]	[Jake,have,mother]	opens can at_time	open can at_time	subj-Jake 's mother	subjl-Jake 's mother	obj-time	objl-time	rel-opens can at_time	rel-open can at_time	[Jake 's mother,opens can at_time,time]	[Jake 's mother,open can at_time,time]	Now opens can at_time	now open can at_time	subj-Jake 's mother	subjl-Jake 's mother	obj-time	objl-time	rel-Now opens can at_time	rel-now open can at_time	[Jake 's mother,Now opens can at_time,time]	[Jake 's mother,now open can at_time,time]||eat	eat	subj-Jake 's cats	subjl-Jake 's cat	obj-food	objl-food	rel-eat	rel-eat	[Jake 's cats,eat,food]	[Jake 's cat,eat,food]	has	have	subj-Jake	subjl-Jake	obj-cats	objl-cat	rel-has	rel-have	[Jake,has,cats]	[Jake,have,cat]	eat food from	eat food from	subj-Jake 's cats	subjl-Jake 's cat	obj-can	objl-can	rel-eat food from	rel-eat food from	[Jake 's cats,eat food from,can]	[Jake 's cat,eat food from,can]	running into	run into	subj-cats	subjl-cat	obj-kitchen	objl-kitchen	rel-running into	rel-run into	[cats,running into,kitchen]	[cat,run into,kitchen]	come	come	subj-cats	subjl-cat	obj-running	objl-run	rel-come	rel-come	[cats,come,running]	[cat,come,run]	come	come	subj-cats	subjl-cat	obj-running into kitchen	objl-run into kitchen	rel-come	rel-come	[cats,come,running into kitchen]	[cat,come,run into kitchen]	come	come	subj-cats	subjl-cat	obj-running	objl-run	rel-come	rel-come	[cats,come,running]	[cat,come,run]	has	have	subj-Jake	subjl-Jake	obj-mother	objl-mother	rel-has	rel-have	[Jake,has,mother]	[Jake,have,mother]	opens can at_time	open can at_time	subj-Jake 's mother	subjl-Jake 's mother	obj-time	objl-time	rel-opens can at_time	rel-open can at_time	[Jake 's mother,opens can at_time,time]	[Jake 's mother,open can at_time,time]	Now opens can at_time	now open can at_time	subj-Jake 's mother	subjl-Jake 's mother	obj-time	objl-time	rel-Now opens can at_time	rel-now open can at_time	[Jake 's mother,Now opens can at_time,time]	[Jake 's mother,now open can at_time,time]
VASoL_2010_3_17||is in	be in	subj-bicycle BEST moves	subjl-bicycle best move	obj-circle	objl-circle	rel-is in	rel-be in	[bicycle BEST moves,is in,circle]	[bicycle best move,be in,circle]||is in	be in	subj-bicycle BEST moves	subjl-bicycle best move	obj-circle	objl-circle	rel-is in	rel-be in	[bicycle BEST moves,is in,circle]	[bicycle best move,be in,circle]
Mercury_SC_413078||become over	become over	subj-large rock	subjl-large rock	obj-time	objl-time	rel-become over	rel-become over	[large rock,become over,time]	[large rock,become over,time]	become	become	subj-large rock	subjl-large rock	obj-soil	objl-soil	rel-become	rel-become	[large rock,become,soil]	[large rock,become,soil]	become	become	subj-rock	subjl-rock	obj-soil	objl-soil	rel-become	rel-become	[rock,become,soil]	[rock,become,soil]	become over	become over	subj-rock	subjl-rock	obj-time	objl-time	rel-become over	rel-become over	[rock,become over,time]	[rock,become over,time]||become over	become over	subj-large rock	subjl-large rock	obj-time	objl-time	rel-become over	rel-become over	[large rock,become over,time]	[large rock,become over,time]	become	become	subj-large rock	subjl-large rock	obj-soil	objl-soil	rel-become	rel-become	[large rock,become,soil]	[large rock,become,soil]	become	become	subj-rock	subjl-rock	obj-soil	objl-soil	rel-become	rel-become	[rock,become,soil]	[rock,become,soil]	become over	become over	subj-rock	subjl-rock	obj-time	objl-time	rel-become over	rel-become over	[rock,become over,time]	[rock,become over,time]
VASoL_2007_3_16||gets into	get into	subj-water	subjl-water	obj-crack	objl-crack	rel-gets into	rel-get into	[water,gets into,crack]	[water,get into,crack]	gets into	get into	subj-water	subjl-water	obj-crack of rock	objl-crack of rock	rel-gets into	rel-get into	[water,gets into,crack of rock]	[water,get into,crack of rock]	will MOST likely	will most likely	subj-rock	subjl-rock	obj-water gets into crack	objl-water get into crack	rel-will MOST likely	rel-will most likely	[rock,will MOST likely,water gets into crack]	[rock,will most likely,water get into crack]	will likely	will likely	subj-rock	subjl-rock	obj-water gets	objl-water get	rel-will likely	rel-will likely	[rock,will likely,water gets]	[rock,will likely,water get]	will MOST likely	will most likely	subj-rock	subjl-rock	obj-water gets	objl-water get	rel-will MOST likely	rel-will most likely	[rock,will MOST likely,water gets]	[rock,will most likely,water get]	will likely	will likely	subj-rock	subjl-rock	obj-water gets into crack of rock	objl-water get into crack of rock	rel-will likely	rel-will likely	[rock,will likely,water gets into crack of rock]	[rock,will likely,water get into crack of rock]	will MOST likely	will most likely	subj-rock	subjl-rock	obj-water gets into crack of rock	objl-water get into crack of rock	rel-will MOST likely	rel-will most likely	[rock,will MOST likely,water gets into crack of rock]	[rock,will most likely,water get into crack of rock]	will likely	will likely	subj-rock	subjl-rock	obj-water gets into crack	objl-water get into crack	rel-will likely	rel-will likely	[rock,will likely,water gets into crack]	[rock,will likely,water get into crack]||will likely break apart	will likely break apart	subj-rock	subjl-rock	obj-water gets into crack of rock	objl-water get into crack of rock	rel-will likely break apart	rel-will likely break apart	[rock,will likely break apart,water gets into crack of rock]	[rock,will likely break apart,water get into crack of rock]	gets into	get into	subj-water	subjl-water	obj-crack	objl-crack	rel-gets into	rel-get into	[water,gets into,crack]	[water,get into,crack]	will likely break apart	will likely break apart	subj-rock	subjl-rock	obj-water gets	objl-water get	rel-will likely break apart	rel-will likely break apart	[rock,will likely break apart,water gets]	[rock,will likely break apart,water get]	will MOST likely break apart	will most likely break apart	subj-rock	subjl-rock	obj-water gets into crack	objl-water get into crack	rel-will MOST likely break apart	rel-will most likely break apart	[rock,will MOST likely break apart,water gets into crack]	[rock,will most likely break apart,water get into crack]	gets into	get into	subj-water	subjl-water	obj-crack of rock	objl-crack of rock	rel-gets into	rel-get into	[water,gets into,crack of rock]	[water,get into,crack of rock]	will MOST likely break apart	will most likely break apart	subj-rock	subjl-rock	obj-water gets into crack of rock	objl-water get into crack of rock	rel-will MOST likely break apart	rel-will most likely break apart	[rock,will MOST likely break apart,water gets into crack of rock]	[rock,will most likely break apart,water get into crack of rock]	will likely break apart	will likely break apart	subj-rock	subjl-rock	obj-water gets into crack	objl-water get into crack	rel-will likely break apart	rel-will likely break apart	[rock,will likely break apart,water gets into crack]	[rock,will likely break apart,water get into crack]	will MOST likely break apart	will most likely break apart	subj-rock	subjl-rock	obj-water gets	objl-water get	rel-will MOST likely break apart	rel-will most likely break apart	[rock,will MOST likely break apart,water gets]	[rock,will most likely break apart,water get]
